Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Full Bath,Year Remod/Add,TotRms AbvGrd,Lot Area,Neighborhood,House Style,Exterior 1st,SalePrice
4,768,1.0,355.0,768.0,768,1955,1,1955,4,8172,Edwards,1Story,MetalSd,125000
4,864,2.0,528.0,864.0,864,1955,1,1955,5,8172,Edwards,1Story,WdShing,79275
4,948,1.0,280.0,948.0,948,1954,1,1954,5,8190,Edwards,1Story,Wd Sdng,119000
6,3395,0.0,0.0,1440.0,1440,1914,2,1995,14,10896,SWISU,2.5Fin,VinylSd,200000
5,2592,0.0,0.0,1296.0,1296,1923,2,1950,12,10890,SWISU,2Story,Wd Sdng,150000
6,1502,1.0,180.0,602.0,900,1923,1,1996,7,10592,Crawfor,2Story,Wd Sdng,165000
5,789,1.0,200.0,768.0,789,1926,1,1950,5,10594,Crawfor,1.5Unf,Wd Sdng,96500
5,1422,1.0,352.0,1290.0,1422,1926,1,1950,6,7223,Crawfor,1Story,Stucco,136500
6,1298,1.0,240.0,651.0,759,1921,2,2005,8,6821,Crawfor,1.5Fin,Wd Sdng,146500
5,1768,1.0,240.0,731.0,981,1937,1,1950,7,7200,SWISU,1.5Fin,Wd Sdng,175000
7,1098,1.0,216.0,531.0,567,1930,1,1995,5,4000,Crawfor,2Story,Wd Sdng,148500
6,1436,1.0,228.0,585.0,851,1921,1,1950,7,6720,Crawfor,2Story,VinylSd,141500
7,1426,1.0,216.0,912.0,912,1918,1,1998,7,7642,Crawfor,1.5Fin,Wd Sdng,189950
6,1461,1.0,225.0,686.0,686,1926,1,1991,6,7155,Crawfor,2Story,Wd Sdng,135000
7,1646,1.0,240.0,918.0,918,1941,2,1950,7,7128,Crawfor,2.5Unf,MetalSd,164000
5,694,1.0,352.0,440.0,694,1913,1,2002,4,4280,Crawfor,1Story,WdShing,90350
5,1250,2.0,552.0,661.0,661,1910,2,2003,8,5362,Crawfor,1.5Fin,Wd Sdng,139000
5,954,1.0,240.0,920.0,954,1938,1,1950,5,6305,Crawfor,1Story,MetalSd,119750
6,1958,2.0,492.0,979.0,979,1946,2,1950,8,7136,Crawfor,2Story,MetalSd,145000
5,2002,3.0,871.0,1001.0,1001,1949,2,1950,8,6270,Crawfor,2Story,MetalSd,145000
7,1718,2.0,264.0,851.0,867,1927,2,1992,8,7230,Crawfor,2.5Unf,VinylSd,238000
5,1226,2.0,400.0,0.0,1226,1951,1,1951,7,13108,Crawfor,1Story,Wd Sdng,153500
6,2624,3.0,864.0,1370.0,1370,1918,2,1950,10,22420,Crawfor,2Story,Wd Sdng,239000
8,3194,2.0,380.0,965.0,1940,1934,2,1998,10,12168,Crawfor,2Story,BrkFace,359100
4,1755,1.0,231.0,930.0,1230,1930,2,2003,7,7810,Crawfor,1.5Fin,AsbShng,188000
6,1991,2.0,432.0,854.0,1096,1932,1,1950,7,11275,Crawfor,1.5Fin,MetalSd,220000
5,1355,2.0,528.0,728.0,760,1941,2,1950,5,6221,Crawfor,1.5Fin,VinylSd,140000
8,2727,2.0,440.0,853.0,1549,1932,2,1994,10,10570,Crawfor,2Story,BrkFace,315000
6,2320,1.0,180.0,1028.0,1436,1945,2,2002,9,7259,Crawfor,2Story,Wd Sdng,259500
6,1839,2.0,416.0,1477.0,1839,1957,2,2004,7,14442,Crawfor,1Story,CemntBd,257500
7,1740,1.0,240.0,800.0,960,1940,1,1984,6,13125,Crawfor,2Story,Wd Sdng,219500
6,2259,2.0,450.0,1809.0,2259,1953,2,1953,7,21000,Crawfor,1Story,Wd Sdng,217000
6,1560,2.0,580.0,1560.0,1560,1960,1,1960,6,25485,Crawfor,1Story,Wd Sdng,201000
6,1488,2.0,552.0,1488.0,1488,1968,2,1968,7,21579,Crawfor,1Story,HdBoard,215000
6,1045,2.0,462.0,516.0,529,1980,1,1980,5,1782,Blueste,2Story,MetalSd,123900
4,1680,2.0,628.0,1680.0,1680,1995,2,1996,7,17871,Crawfor,1Story,VinylSd,170000
8,1020,2.0,509.0,1004.0,1020,1988,1,1988,4,3907,Blueste,1Story,HdBoard,200000
7,1696,2.0,625.0,1696.0,1696,1971,2,1971,7,20693,Crawfor,1Story,Plywood,198000
6,2515,2.0,484.0,2035.0,2515,1957,3,1975,9,32668,Crawfor,1Story,Wd Sdng,200624
8,2726,2.0,691.0,279.0,2726,1986,2,1986,6,18044,Crawfor,1Story,WdShing,315000
5,1517,0.0,0.0,793.0,997,1919,2,2005,7,8500,IDOTRR,1.5Fin,CemntBd,115000
6,1215,2.0,720.0,720.0,720,1940,1,1950,6,7000,IDOTRR,1.5Fin,Wd Sdng,141000
5,803,2.0,360.0,720.0,803,1941,1,1950,5,5000,IDOTRR,1.5Unf,MetalSd,87000
5,1601,0.0,0.0,936.0,936,1925,2,2003,6,7288,IDOTRR,1.5Fin,VinylSd,129850
4,1123,1.0,264.0,732.0,772,1939,1,1950,4,6060,IDOTRR,1.5Fin,AsbShng,100000
5,1828,2.0,480.0,859.0,942,1923,2,1999,6,9060,IDOTRR,2Story,Wd Sdng,150909
5,816,1.0,100.0,816.0,816,1922,1,1950,5,3672,IDOTRR,1Story,Stucco,75200
6,1012,1.0,308.0,1012.0,1012,1920,1,1950,6,8263,IDOTRR,1Story,BrkFace,118400
5,1077,1.0,338.0,961.0,1077,1920,1,1950,6,8967,IDOTRR,1Story,MetalSd,67000
5,1558,1.0,282.0,910.0,910,1950,1,1950,6,13710,IDOTRR,1.5Fin,Wd Sdng,152000
2,845,1.0,256.0,0.0,640,1939,1,1950,4,11067,IDOTRR,1.5Fin,MetalSd,68104
5,1991,0.0,0.0,957.0,1034,1895,2,2006,9,8250,IDOTRR,2Story,VinylSd,119600
4,1073,2.0,720.0,1073.0,1073,1957,1,1980,6,6565,IDOTRR,1Story,MetalSd,140000
5,1001,1.0,216.0,837.0,1001,1930,1,2007,5,6060,IDOTRR,1Story,MetalSd,124900
8,1625,2.0,495.0,1573.0,1625,2006,2,2007,5,5568,Crawfor,1Story,CemntBd,375000
8,1625,2.0,538.0,1573.0,1625,2006,2,2007,5,4750,Crawfor,1Story,VinylSd,235000
6,1299,2.0,486.0,1001.0,1299,1979,2,1979,5,12150,Mitchel,SFoyer,HdBoard,183500
6,912,2.0,470.0,888.0,912,1978,1,1978,5,7540,Mitchel,SFoyer,VinylSd,156000
6,1080,2.0,484.0,1084.0,1080,1983,1,1983,5,9187,Mitchel,1Story,VinylSd,134000
5,1392,3.0,650.0,1441.0,1392,2002,2,2002,6,10000,Mitchel,1Story,VinylSd,215000
7,1409,2.0,576.0,1409.0,1409,2002,1,2002,4,12864,Mitchel,1Story,VinylSd,245000
7,1478,2.0,506.0,1454.0,1478,1991,2,1992,6,9928,Mitchel,1Story,HdBoard,210000
7,918,1.0,360.0,852.0,918,1975,1,1975,4,8750,Mitchel,SLvl,Plywood,148000
6,1026,2.0,528.0,970.0,1026,1974,1,1974,5,8410,Mitchel,SFoyer,Plywood,143000
7,1501,2.0,512.0,1501.0,1501,1987,2,1987,5,4054,Timber,1Story,VinylSd,244000
7,1502,1.0,286.0,1502.0,1502,1998,1,1998,5,9763,GrnHill,1Story,Wd Sdng,330000
5,1328,1.0,308.0,1350.0,1328,1959,1,1959,5,16905,Timber,1Story,VinylSd,170000
6,2279,2.0,461.0,585.0,2279,1958,2,1995,7,19958,Timber,1Story,HdBoard,257000
7,1689,2.0,433.0,1689.0,1689,2006,2,2007,7,8368,Timber,1Story,VinylSd,231713
8,1564,2.0,502.0,1546.0,1564,2006,2,2007,6,8298,Timber,1Story,VinylSd,267300
8,1484,2.0,472.0,1476.0,1484,2006,2,2006,6,9037,Timber,1Story,VinylSd,265900
8,1571,3.0,722.0,1571.0,1571,2007,2,2007,7,10991,Timber,1Story,VinylSd,239000
8,1646,3.0,870.0,1638.0,1646,2006,2,2007,6,10656,Timber,1Story,VinylSd,248900
7,1240,2.0,528.0,1265.0,1240,1985,2,1985,6,10331,Timber,1Story,Plywood,174000
7,1717,2.0,400.0,1156.0,1187,1990,2,1991,7,13758,Timber,1.5Fin,HdBoard,187500
6,1756,2.0,422.0,872.0,888,1996,2,1997,7,9303,Timber,2Story,VinylSd,204000
8,1312,2.0,471.0,1267.0,1312,2001,2,2001,5,6718,Timber,1Story,VinylSd,180500
7,1146,2.0,438.0,868.0,1146,2003,2,2003,6,9590,Timber,SLvl,VinylSd,187500
8,1922,3.0,692.0,1922.0,1922,2002,2,2002,6,11305,Timber,1Story,VinylSd,282000
6,1491,2.0,571.0,1491.0,1491,1996,2,1996,7,7777,Timber,1Story,VinylSd,178000
8,1629,3.0,808.0,1616.0,1629,2002,2,2003,9,14536,Timber,1Story,VinylSd,270000
7,2486,2.0,452.0,1122.0,1146,2003,3,2004,10,11800,Timber,2Story,VinylSd,279900
5,1572,3.0,995.0,1572.0,1572,1963,1,1963,5,35133,Timber,1Story,MetalSd,186700
8,1776,3.0,712.0,1732.0,1776,2006,2,2007,7,15306,Timber,1Story,VinylSd,283463
10,1824,3.0,932.0,1824.0,1824,2006,2,2007,8,12633,Timber,1Story,MetalSd,392000
8,2482,3.0,642.0,1094.0,1133,2005,2,2006,9,12665,Timber,2Story,VinylSd,281213
5,1120,0.0,0.0,1120.0,1120,2007,1,2007,6,8402,Mitchel,1Story,VinylSd,147000
3,2034,4.0,1041.0,0.0,2034,1953,1,1953,9,43500,Mitchel,1Story,MetalSd,130000
6,936,2.0,460.0,920.0,936,1996,0,1997,3,6710,Mitchel,SFoyer,VinylSd,140000
4,1040,2.0,648.0,1064.0,1040,1963,1,1963,5,25286,Mitchel,1Story,HdBoard,132250
5,1632,2.0,576.0,1632.0,1632,1967,2,1967,8,25000,Mitchel,1Story,HdBoard,143000
4,1622,4.0,1356.0,1249.0,1622,1961,1,1975,7,32463,Mitchel,1Story,MetalSd,168000
5,1060,2.0,572.0,1040.0,1060,1976,1,1976,6,4224,MeadowV,1Story,CemntBd,129900
5,1142,2.0,528.0,1142.0,1142,1976,1,1976,6,4224,MeadowV,1Story,CemntBd,134000
4,1092,1.0,253.0,546.0,546,1972,1,1972,5,1504,MeadowV,2Story,CemntBd,85500
4,992,1.0,297.0,530.0,530,1970,1,1970,4,1533,MeadowV,SLvl,CemntBd,106500
4,1092,0.0,0.0,546.0,546,1970,1,1970,5,1495,MeadowV,2Story,CemntBd,93900
4,1092,1.0,286.0,546.0,546,1970,1,1970,6,2001,MeadowV,2Story,CemntBd,75000
4,630,0.0,0.0,630.0,630,1970,1,1970,3,1936,MeadowV,SFoyer,CemntBd,84500
4,1092,1.0,286.0,546.0,546,1976,1,1976,6,1890,MeadowV,2Story,CemntBd,75190
6,1062,2.0,539.0,1029.0,1062,1976,1,1976,5,11333,Mitchel,SLvl,HdBoard,146800
5,1008,2.0,678.0,923.0,1008,1977,1,1977,4,9129,Mitchel,SFoyer,Plywood,153500
6,1356,2.0,528.0,1244.0,1356,1977,2,1977,6,15957,Mitchel,SLvl,HdBoard,188000
5,1676,2.0,672.0,1160.0,1676,1977,1,1994,6,33983,Mitchel,1Story,Plywood,196000
5,1432,2.0,531.0,716.0,716,1977,1,1977,6,8286,Mitchel,2Story,Plywood,157000
5,796,0.0,0.0,796.0,796,1971,1,1971,5,6723,Mitchel,SFoyer,Wd Sdng,138000
5,768,2.0,624.0,768.0,768,1970,1,1970,5,7244,Mitchel,SFoyer,VinylSd,129500
4,1608,1.0,444.0,1396.0,1608,1961,1,1961,6,27697,Mitchel,1Story,Plywood,80000
4,845,2.0,360.0,845.0,845,1982,1,2006,4,7599,Mitchel,1Story,HdBoard,129500
5,1178,2.0,502.0,1090.0,1178,1976,1,2003,6,11000,Mitchel,1Story,Plywood,135000
5,816,1.0,264.0,816.0,816,1982,1,1982,5,8314,Mitchel,1Story,HdBoard,124500
5,816,1.0,264.0,816.0,816,1983,1,1983,4,11625,Mitchel,1Story,HdBoard,139000
5,974,0.0,0.0,974.0,974,1991,1,1992,5,10712,Mitchel,1Story,HdBoard,93500
5,887,1.0,288.0,864.0,887,1984,1,1984,5,10447,Mitchel,1Story,Plywood,124500
6,1293,2.0,452.0,1178.0,1293,1954,2,1954,5,11027,NAmes,1Story,Wd Sdng,149900
6,1024,1.0,313.0,1008.0,1024,1956,1,1956,5,10533,NAmes,1Story,VinylSd,157500
5,1797,3.0,963.0,1617.0,1797,1957,1,1957,7,11765,NAmes,1Story,Wd Sdng,169000
6,1390,2.0,550.0,1705.0,1390,1957,1,1957,4,39384,NAmes,1Story,Wd Sdng,252000
7,1851,2.0,506.0,1851.0,1851,1969,2,1969,8,11727,NAmes,1Story,HdBoard,192100
6,1525,2.0,400.0,813.0,813,1997,2,1998,6,8238,Gilbert,2Story,VinylSd,183500
7,2236,2.0,642.0,964.0,993,1997,2,1997,8,13006,Gilbert,2Story,HdBoard,222000
6,1671,2.0,423.0,781.0,781,1995,2,1995,7,13041,Gilbert,2Story,HdBoard,170000
6,1498,2.0,409.0,691.0,691,1995,2,1996,6,13031,Gilbert,2Story,HdBoard,187500
6,1776,2.0,443.0,821.0,821,1996,2,1996,7,9783,Gilbert,2Story,HdBoard,202000
6,1511,2.0,413.0,802.0,802,1997,2,1997,8,11207,Gilbert,2Story,VinylSd,185000
7,2462,2.0,576.0,1392.0,1392,2005,2,2006,9,19378,Gilbert,2Story,VinylSd,320000
7,1670,3.0,690.0,1670.0,1670,2006,2,2006,7,14859,Gilbert,1Story,VinylSd,240000
8,2064,2.0,527.0,1074.0,1074,2005,2,2005,7,13128,Gilbert,2Story,VinylSd,250000
8,1801,3.0,800.0,893.0,901,2005,2,2005,8,10463,Gilbert,2Story,VinylSd,239900
7,2212,3.0,773.0,1700.0,1700,2005,2,2006,9,13751,Gilbert,2Story,VinylSd,309000
7,2021,2.0,422.0,868.0,887,2006,2,2006,9,23257,Gilbert,2Story,VinylSd,274725
8,2687,2.0,618.0,2062.0,2079,1994,2,1994,9,13108,StoneBr,2Story,CemntBd,270000
6,1169,2.0,402.0,1160.0,1169,1993,2,1994,6,8076,Gilbert,1Story,HdBoard,183500
6,1501,2.0,420.0,697.0,697,1993,2,1994,6,7685,Gilbert,2Story,HdBoard,165600
7,1632,2.0,462.0,935.0,955,1998,2,1998,8,9084,Gilbert,2Story,VinylSd,176500
8,1204,2.0,461.0,1191.0,1204,1987,2,1987,5,3701,StoneBr,1Story,HdBoard,130000
7,1767,2.0,504.0,1064.0,1064,1987,2,1987,5,5306,StoneBr,2Story,HdBoard,239000
8,1742,2.0,564.0,1742.0,1742,1985,2,1985,5,6563,StoneBr,1Story,HdBoard,275000
9,2798,3.0,670.0,1398.0,1414,2005,3,2006,11,16023,StoneBr,2Story,VinylSd,457347
10,3390,3.0,758.0,1528.0,1528,2006,3,2006,10,18062,StoneBr,2Story,CemntBd,545224
9,2473,3.0,675.0,1094.0,1102,2006,2,2006,11,12292,StoneBr,2Story,VinylSd,356383
9,2868,3.0,716.0,1992.0,1992,2005,3,2006,11,16056,StoneBr,2Story,CemntBd,556581
8,2576,3.0,666.0,1234.0,1264,2006,2,2006,10,12438,StoneBr,2Story,VinylSd,361919
10,2698,3.0,736.0,1850.0,1850,2006,2,2006,11,16052,StoneBr,2Story,VinylSd,535000
9,2795,3.0,660.0,1390.0,1390,2005,3,2006,10,15922,StoneBr,2Story,VinylSd,401179
10,2945,3.0,641.0,1410.0,1426,2006,3,2006,10,13682,StoneBr,2Story,VinylSd,438780
5,2320,2.0,672.0,0.0,1547,1948,2,1950,7,14762,Gilbert,2Story,Plywood,169000
5,1056,2.0,572.0,1056.0,1056,1955,1,1955,5,34650,Gilbert,1Story,Wd Sdng,145000
9,1714,2.0,517.0,1714.0,1714,2005,2,2005,7,8147,StoneBr,1Story,MetalSd,318000
8,1826,3.0,758.0,1814.0,1826,2005,2,2006,7,11302,StoneBr,1Story,VinylSd,319000
9,2000,3.0,722.0,1910.0,2000,2005,2,2005,8,18261,StoneBr,1Story,VinylSd,470000
7,1621,2.0,440.0,1208.0,1621,1984,2,1998,8,14145,NWAmes,1Story,Wd Sdng,202500
7,2183,3.0,786.0,1204.0,1377,1988,2,1988,9,13837,NWAmes,1.5Fin,HdBoard,229000
7,2263,2.0,539.0,795.0,1468,1977,2,1994,9,16659,NWAmes,2Story,Plywood,235000
6,1574,2.0,566.0,796.0,790,1976,2,1976,6,18800,NWAmes,2Story,HdBoard,190000
6,1102,2.0,582.0,988.0,1102,1980,1,1980,5,10464,NWAmes,SFoyer,HdBoard,169000
7,1872,2.0,604.0,1845.0,1872,1988,2,1988,6,10400,NWAmes,1Story,Wd Sdng,241500
7,1857,2.0,482.0,945.0,945,1978,2,1978,8,10530,NWAmes,2Story,Plywood,188900
6,1686,2.0,612.0,1686.0,1686,1980,2,1980,7,10240,NWAmes,1Story,Plywood,207500
7,2784,2.0,564.0,1392.0,1392,1978,3,1978,12,16692,NWAmes,2Story,Plywood,250000
6,1552,2.0,434.0,713.0,811,1975,2,1975,6,11475,NWAmes,2Story,VinylSd,179900
7,1083,2.0,596.0,1047.0,1083,1976,1,1976,5,9927,NWAmes,SFoyer,VinylSd,172000
7,2318,2.0,541.0,960.0,960,2005,2,2006,8,9512,Somerst,2Story,VinylSd,294323
6,1875,2.0,485.0,675.0,1109,1975,3,2000,8,10530,NWAmes,SLvl,Plywood,184500
5,1074,2.0,495.0,1056.0,1074,1975,1,1975,6,10140,NWAmes,1Story,HdBoard,153500
7,1664,2.0,528.0,832.0,832,1976,2,1976,8,10140,NWAmes,2Story,HdBoard,162900
6,1309,2.0,484.0,1040.0,1309,1974,1,1999,5,10140,NWAmes,1Story,HdBoard,181000
6,1103,2.0,462.0,1103.0,1103,1974,2,1974,6,10000,NWAmes,1Story,HdBoard,155000
5,1096,1.0,299.0,1096.0,1096,1969,1,1969,6,15870,NAmes,1Story,VinylSd,138800
4,864,1.0,280.0,864.0,864,1970,1,1970,5,9353,NAmes,1Story,MetalSd,116050
4,858,0.0,0.0,858.0,858,1971,1,1971,5,8125,NAmes,1Story,HdBoard,88000
4,874,2.0,576.0,864.0,874,1971,1,1971,5,7200,NAmes,1Story,HdBoard,97500
6,1419,2.0,543.0,1487.0,1419,2002,2,2002,4,8773,NAmes,1Story,MetalSd,190000
6,1092,2.0,440.0,525.0,525,1973,1,1973,6,2760,BrDale,2Story,HdBoard,105500
5,1365,2.0,440.0,765.0,765,1973,1,1973,7,2160,BrDale,2Story,HdBoard,125500
6,987,1.0,264.0,483.0,483,1973,1,1973,5,1953,BrDale,2Story,HdBoard,83000
6,1030,1.0,264.0,494.0,494,1972,1,1972,6,1890,BrDale,2Story,HdBoard,116000
6,1218,0.0,0.0,672.0,672,1971,1,1971,7,1680,BrDale,2Story,CemntBd,91500
6,1218,1.0,264.0,672.0,672,1972,1,1972,7,1680,BrDale,2Story,HdBoard,118000
6,948,1.0,264.0,483.0,483,1972,1,1972,5,1680,BrDale,2Story,HdBoard,89000
6,1092,1.0,264.0,525.0,525,1972,1,1972,6,1680,BrDale,2Story,HdBoard,108000
6,987,1.0,288.0,483.0,483,1972,1,1972,5,1680,BrDale,2Story,HdBoard,94500
6,1069,2.0,440.0,1069.0,1069,1975,2,1975,4,4043,NPkVill,1Story,Plywood,146300
5,1387,1.0,300.0,943.0,1387,1967,1,1975,6,7514,NAmes,1Story,MetalSd,145000
5,900,1.0,288.0,864.0,900,1967,1,1967,6,7838,NAmes,SFoyer,HdBoard,123000
7,1055,1.0,319.0,1055.0,1055,1976,2,1976,4,2280,NPkVill,1Story,Plywood,137500
6,1456,2.0,460.0,855.0,855,1976,2,1976,6,2179,NPkVill,2Story,Plywood,144000
9,1980,3.0,770.0,1980.0,1980,2004,2,2005,8,16737,NridgHt,1Story,VinylSd,315000
9,2589,3.0,831.0,1738.0,1738,2006,2,2006,11,16387,NridgHt,2Story,VinylSd,412083
9,2596,3.0,840.0,1249.0,1249,2006,3,2006,9,16259,NridgHt,2Story,VinylSd,342643
8,1618,3.0,880.0,1618.0,1618,2004,2,2004,6,16163,NridgHt,1Story,VinylSd,252000
10,2076,3.0,850.0,2076.0,2076,2006,2,2006,7,13891,NridgHt,1Story,VinylSd,465000
7,1740,3.0,874.0,1721.0,1740,2006,2,2006,8,12228,NridgHt,1Story,VinylSd,293000
9,1868,3.0,1085.0,1868.0,1868,2005,2,2005,7,14780,NridgHt,1Story,VinylSd,415000
9,1850,3.0,772.0,1833.0,1850,2004,2,2005,8,16033,NridgHt,1Story,VinylSd,326000
8,2376,3.0,853.0,1158.0,1158,2005,3,2006,9,14215,NridgHt,2Story,VinylSd,325300
8,2452,3.0,691.0,1117.0,1132,2004,3,2005,9,13418,NridgHt,2Story,VinylSd,309000
9,2206,3.0,670.0,1090.0,1117,2005,2,2006,10,13975,NridgHt,2Story,VinylSd,300000
8,2098,3.0,878.0,1030.0,1038,2005,2,2005,8,10240,NridgHt,2Story,VinylSd,275500
9,2091,2.0,521.0,1606.0,1625,2005,2,2006,8,9942,NridgHt,2Story,MetalSd,338500
9,2324,3.0,736.0,1175.0,1182,2005,3,2006,11,11924,NridgHt,2Story,WdShing,345000
8,2253,2.0,575.0,1209.0,1209,2005,2,2006,8,12867,NridgHt,2Story,CemntBd,344133
8,2389,3.0,672.0,1054.0,1054,2006,2,2006,10,10672,NridgHt,2Story,VinylSd,298236
8,2358,3.0,784.0,1524.0,1544,2005,2,2006,10,11643,NridgHt,2Story,MetalSd,329900
9,1944,3.0,708.0,1896.0,1944,2003,2,2004,8,12378,NridgHt,1Story,VinylSd,360000
8,1970,3.0,753.0,1085.0,1120,2006,2,2006,8,11065,NridgHt,2Story,VinylSd,281000
9,1792,3.0,925.0,1792.0,1792,2005,2,2006,6,13758,NridgHt,1Story,VinylSd,372397
9,1780,3.0,816.0,1780.0,1780,2004,2,2005,7,14828,NridgHt,1Story,MetalSd,378000
9,1792,3.0,874.0,1792.0,1792,2003,2,2004,6,11846,NridgHt,1Story,VinylSd,374000
9,2728,3.0,706.0,1848.0,1848,2005,2,2006,10,20431,NridgHt,2Story,CemntBd,437154
8,1904,2.0,736.0,1058.0,1058,2005,2,2005,8,10927,NridgHt,2Story,VinylSd,275000
8,1914,3.0,746.0,1420.0,1426,2004,2,2004,9,13215,NridgHt,2Story,VinylSd,279000
7,1364,2.0,484.0,1364.0,1364,2005,2,2005,6,7052,NridgHt,1Story,VinylSd,185850
9,1565,2.0,556.0,1560.0,1565,2005,2,2005,6,5911,NridgHt,1Story,MetalSd,282500
7,1368,2.0,474.0,1368.0,1368,2005,2,2006,6,6955,NridgHt,1Story,VinylSd,202500
7,1368,2.0,474.0,1368.0,1368,2005,2,2006,6,6792,NridgHt,1Story,VinylSd,202665
9,1686,3.0,899.0,1686.0,1686,2006,2,2006,6,7740,NridgHt,1Story,MetalSd,332200
9,1666,2.0,575.0,1666.0,1666,2006,2,2006,6,6373,NridgHt,1Story,MetalSd,310090
7,1405,2.0,478.0,1405.0,1405,2003,2,2003,6,3136,NridgHt,1Story,VinylSd,171750
6,1316,2.0,397.0,1316.0,1316,2005,2,2006,6,10237,Gilbert,1Story,VinylSd,169990
6,1456,2.0,390.0,728.0,728,2005,2,2006,8,10237,Gilbert,2Story,VinylSd,170440
7,1492,2.0,440.0,738.0,738,2006,2,2006,8,10237,Gilbert,2Story,VinylSd,169985
7,1496,2.0,426.0,654.0,664,2006,2,2006,7,17104,Gilbert,2Story,VinylSd,179665
7,1863,3.0,660.0,879.0,879,2006,2,2006,9,14054,Gilbert,2Story,VinylSd,219210
6,1326,2.0,427.0,1326.0,1326,2006,2,2006,6,11660,Gilbert,1Story,VinylSd,174190
6,1456,2.0,429.0,728.0,728,2006,2,2006,8,15578,Gilbert,2Story,VinylSd,172785
8,2373,3.0,632.0,1052.0,1052,2004,2,2005,9,11631,Gilbert,2Story,VinylSd,258000
7,1492,2.0,440.0,738.0,738,2006,2,2006,8,9073,Gilbert,2Story,VinylSd,185101
7,1364,2.0,437.0,1220.0,1364,2006,2,2006,6,3087,Blmngtn,1Story,VinylSd,210250
7,1557,2.0,420.0,1374.0,1557,2003,2,2004,7,3196,Blmngtn,1Story,VinylSd,234000
8,1456,2.0,400.0,1273.0,1456,2003,2,2003,7,3196,Blmngtn,1Story,VinylSd,215000
7,1511,2.0,398.0,1368.0,1511,2002,2,2002,5,2938,Blmngtn,1Story,VinylSd,246990
7,1414,2.0,398.0,1375.0,1414,2004,2,2004,6,3072,Blmngtn,1Story,VinylSd,178740
7,1548,2.0,388.0,1365.0,1548,2004,2,2004,7,3072,Blmngtn,1Story,VinylSd,225000
7,1248,2.0,438.0,1248.0,1248,2005,2,2006,5,3010,Blmngtn,1Story,VinylSd,167240
7,1142,2.0,440.0,1142.0,1142,2005,2,2006,6,3010,Blmngtn,1Story,VinylSd,156820
7,1506,2.0,440.0,1362.0,1506,2005,2,2005,6,3013,Blmngtn,1Story,VinylSd,213490
8,1567,3.0,648.0,1520.0,1567,2006,2,2006,7,3982,Blmngtn,1Story,VinylSd,264561
7,1500,3.0,648.0,1356.0,1500,2006,2,2006,6,4045,Blmngtn,1Story,VinylSd,246578
5,1838,2.0,372.0,732.0,734,2005,2,2005,7,21930,Gilbert,2Story,VinylSd,192140
6,1509,2.0,393.0,783.0,807,2002,2,2003,7,7861,Gilbert,2Story,VinylSd,183200
8,1414,2.0,403.0,707.0,707,2004,2,2004,6,9056,Gilbert,2Story,VinylSd,178000
7,1598,2.0,433.0,848.0,848,2004,2,2005,7,9171,Gilbert,2Story,VinylSd,201490
8,1936,2.0,504.0,1406.0,1454,2000,2,2000,7,11194,Gilbert,2Story,VinylSd,230500
7,1509,2.0,393.0,783.0,807,2003,2,2003,8,7875,Gilbert,2Story,VinylSd,180000
6,1664,2.0,460.0,953.0,953,2000,2,2000,7,8121,Gilbert,2Story,VinylSd,172400
6,1889,2.0,431.0,982.0,1008,2000,2,2000,9,8658,Gilbert,2Story,VinylSd,215000
7,1886,2.0,431.0,930.0,956,1998,2,1999,10,11214,Gilbert,2Story,VinylSd,199900
6,1671,2.0,472.0,959.0,959,2000,2,2000,7,10852,Gilbert,2Story,VinylSd,173000
7,2322,3.0,617.0,1035.0,1082,2006,3,2006,8,12104,Gilbert,2Story,VinylSd,287602
7,2291,2.0,429.0,975.0,1005,1999,2,1999,8,8738,Gilbert,2Story,VinylSd,230000
8,2392,3.0,870.0,1396.0,1407,1997,2,1998,7,9452,NoRidge,2Story,VinylSd,348000
8,1976,3.0,885.0,1044.0,1079,1998,2,1998,7,9660,NoRidge,2Story,VinylSd,286000
8,2234,3.0,768.0,1160.0,1205,2000,2,2000,7,9545,NoRidge,2Story,VinylSd,300000
10,3627,3.0,807.0,1930.0,1831,1995,3,1996,10,35760,NoRidge,2Story,HdBoard,625000
9,2855,3.0,774.0,1540.0,1540,2000,2,2000,9,9233,NoRidge,2Story,VinylSd,405000
8,1924,2.0,592.0,1086.0,1086,1998,2,1998,7,12011,NoRidge,2Story,VinylSd,280000
8,2263,2.0,420.0,1141.0,1165,1998,2,1998,10,12090,NoRidge,2Story,VinylSd,258000
8,2726,3.0,725.0,1342.0,1358,1995,2,1995,9,10019,NoRidge,2Story,VinylSd,350000
9,3500,3.0,959.0,1733.0,1933,1993,3,1994,11,17242,NoRidge,2Story,MetalSd,584500
8,2494,3.0,803.0,1290.0,1305,1994,2,1995,9,10236,NoRidge,2Story,VinylSd,321000
8,2526,3.0,844.0,1165.0,1203,1994,2,1994,8,10120,NoRidge,2Story,VinylSd,290000
8,2799,3.0,704.0,1286.0,1565,1993,2,1993,8,12585,NoRidge,2Story,HdBoard,315000
8,1964,2.0,760.0,1100.0,1116,2005,2,2006,8,12447,Somerst,2Story,CemntBd,252000
8,1670,3.0,928.0,1670.0,1670,2006,2,2006,6,15218,Somerst,1Story,VinylSd,336820
